SYMBOL,FOOTPRINT,VALUE,POWER,TOLERANCE,PACKAGE,TYPE,MANUFACTURER,MANUFACTURER_PART_NUMBER,DESCRIPTION,CREATED_ON,Datasheet,ComponentLink1Description,ComponentLink2URL,ComponentLink2Description,ComponentLink3URL,ComponentLink3Description,Supplier 1,Supplier Part Number 1,Supplier 2,Supplier Part Number 2,Supplier 3,Supplier Part Number 3,PARTNUMBER
"RES","R_0402_1005M","9K76","1/16W","1%","0402","Thick Film","Yageo","RC0402FR-079K76L","RES SMD 9.76K OHM 1% 1/16W 0402","08/05/17 00:00:00","http://www.yageo.com/documents/recent/PYu-RC0402_51_RoHS_L_6.pdf","Series Datasheet",,,,,"Digi-key","311-9K76LRTR-ND","Digi-key","311-9K76LRCT-ND",,,"R00060"
"RES","R_0805_2012M","0R","1/8W",,"0805","Thick Film","Stackpole Electronics","RMCF0805ZT0R00TR-ND","RES 0.0 OHM 1/8W 0805 SMD","02/17/11 00:00:00","http://www.seielect.com/Catalog/SEI-RMC.pdf","Series Datasheet",,,,,"Digi-key","RMCF0805ZT0R00TR-ND","Digi-key","RMCF0805ZT0R00CT-ND",,,"R00003"
"RES","R_0402_1005M","243K","1/16W","1%","0402","Thick Film","Yageo","RC0402FR-07243KL","RES SMD 243K OHM 1% 1/16W 0402","08/26/17 00:00:00","http://www.yageo.com/documents/recent/PYu-RC0402_51_RoHS_L_6.pdf","Series Datasheet",,,,,"Digi-key","311-243KLRTR-ND","Digi-key","311-243KLRCT-ND",,,"R00063"
"RES","R_0402_1005M","1K","1/16W","1%","0402","Thick Film","Yageo","RC0402FR-071KL","RES SMD 1K OHM 1% 1/16W 0402","08/26/17 00:00:00","http://www.yageo.com/documents/recent/PYu-RC0402_51_RoHS_L_6.pdf","Series Datasheet",,,,,"Digi-key","311-1.00KLRTR-ND","Digi-key","311-1.00KLRCT-ND",,,"R00066"
"RES","R_0402_1005M","4K53","1/16W","1%","0402","Thick Film","Yageo","RC0402FR-074K53L","RES SMD 4.53K OHM 1% 1/16W 0402","08/26/17 00:00:00","http://www.yageo.com/documents/recent/PYu-RC0402_51_RoHS_L_6.pdf","Series Datasheet",,,,,"Digi-key","311-4.53KLRTR-ND","Digi-key","311-4.53KLRCT-ND",,,"R00067"
"RES","R_0402_1005M","1K47","1/16W","1%","0402","Thick Film","Yageo","RC0402FR-071K47L","RES SMD 1.47K OHM 1% 1/16W 0402","08/26/17 00:00:00","http://www.yageo.com/documents/recent/PYu-RC0402_51_RoHS_L_6.pdf","Series Datasheet",,,,,"Digi-key","YAG3038TR-ND","Digi-key","YAG3038CT-ND",,,"R00068"
"RES","R_0402_1005M","2K21","1/16W","1%","0402","Thick Film","Yageo","RC0402FR-072K21L","RES SMD 2.21K OHM 1% 1/16W 0402","08/26/17 00:00:00","http://www.yageo.com/documents/recent/PYu-RC0402_51_RoHS_L_6.pdf","Series Datasheet",,,,,"Digi-key","311-2.21KLRTR-ND","Digi-key","311-2.21KLRCT-ND",,,"R00069"
"RES","R_0402_1005M","150R","1/16W","1%","0402","Thick Film","Yageo","RC0402FR-07150RL","RES SMD 150 OHM 1% 1/16W 0402","09/10/17 00:00:00","http://www.yageo.com/documents/recent/PYu-RC0402_51_RoHS_L_6.pdf","Series Datasheet",,,,,"Digi-key","311-150LRTR-ND","Digi-key","311-150LRCT-ND",,,"R00071"
"RES","R_0402_1005M","120R","1/16W","1%","0402","Thick Film","Yageo","RC0402FR-07120RL","RES SMD 120 OHM 1% 1/16W 0402","09/10/17 00:00:00","http://www.yageo.com/documents/recent/PYu-RC0402_51_RoHS_L_6.pdf","Series Datasheet",,,,,"Digi-key","311-120LRTR-ND","Digi-key","311-120LRCT-ND",,,"R00072"
"RES","R_0402_1005M","10K","1/16W","5%","0402","Thick Film","Stackpole Electronics","RMCF0402JT10K0","RES 10K OHM 1/16W 5% 0402 SMD","02/17/11 00:00:00","http://www.seielect.com/Catalog/SEI-RMC.pdf","Series Datasheet",,,,,"Digi-key","RMCF0402JT10K0TR-ND","Digi-key","RMCF0402JT10K0CT-ND",,,"R00004"
"RES","R_1206_3216M","249R","1/4W","1%","1206","Thick Film","Yageo","RC1206FR-07249RL","RES SMD249 OHM 1% 1/4W 1206","09/18/17 00:00:00","http://www.yageo.com/documents/recent/PYu-RC_Group_51_RoHS_L_7.pdf","Series Datasheet",,,,,"Digi-key","311-249FRCT-ND",,,,,"R00077"
"RES","R_0402_1005M","3K32","1/16W","1%","0402","Thick Film","Yageo","RC0402FR-073K32L","RES SMD 3.32K OHM 1% 1/16W 0402","09/19/17 00:00:00","http://www.yageo.com/documents/recent/PYu-RC0402_51_RoHS_L_6.pdf","Series Datasheet",,,,,"Digi-key","311-3.32KLRTR-ND","Digi-key","311-3.32KLRCT-ND",,,"R00078"
"RES","R_0603_1608M","100R","1/10W","1%","0603","Thick Film","Yageo","RC0603FR-07100RL","RES SMD 100 OHM 1% 1/10W 0603","07/15/15 00:00:00","http://www.yageo.com/documents/recent/PYu-RC_Group_51_RoHS_L_2.pdf","Series Datasheet",,,,,"Digi-key","311-100HRCT-ND","Digi-key","311-100HRTR-ND",,,"R00079"
"RES_4TERM","R_LVK25_OHMITE","5L","2W","1%","LVK25","Thick Film","Ohmite","LVK25R005FER","RES .005 OHM 2W 1% 4-TERM 1224","02/17/11 00:00:00","http://www.ohmite.com/catalog/pdf/lvk.pdf","Series Datasheet",,,,,"Digi-key","LVK25R005FERTR-ND","Digi-key","LVK25R005FERCT-ND",,,"R00005"
"RES","R_0402_1005M","4K7","1/16W","5%","0402","Thick Film","Yageo","RC0402JR-074K7L","RES 4.7K OHM 1/16W 5% 0402 SMD","09/23/11 00:00:00","http://www.yageo.com/documents/recent/PYu-RC0402_51_RoHS_L_6.pdf","Series Datasheet",,,,,"Digi-key","311-4.7KJRTR-ND","Digi-key","311-4.7KJRCT-ND",,,"R00012"
"RES","R_0402_1005M","100R","1/16W","5%","0402","Thick Film","Stackpole Electronics","RMCF0402JT100R","RES 100 OHM 1/16W 5% 0402 SMD","03/18/11 00:00:00","http://www.seielect.com/Catalog/SEI-RMC.pdf","Series Datasheet",,,,,"Digi-key","RMCF0402JT100TR-ND","Digi-key","RMCF0402JT100RCT-ND",,,"R00006"
"RES","R_0402_1005M","240R","1/16W","5%","0402","Thick Film","Yageo","RC0402JR-07240RL","RES 240 OHM 1/16W 5% 0402 SMD","09/23/11 00:00:00","http://www.yageo.com/documents/recent/PYu-RC0402_51_RoHS_L_6.pdf","Series Datasheet",,,,,"Digi-key","311-240JRTR-ND","Digi-key","311-240JRCT-ND",,,"R00013"
"RES","R_0402_1005M","1K","1/16W","5%","0402","Thick Film","Stackpole Electronics","RMCF0402JT1K00","RES 1K OHM 1/16W 5% 0402 SMD","08/20/11 00:00:00","http://www.seielect.com/Catalog/SEI-RMC.pdf","Series Datasheet",,,,,"Digi-key","RMCF0402JT1K00TR-ND","Digi-key","RMCF0402JT1K00CT-ND",,,"R00007"
"RES","R_0402_1005M","1M","1/16W","5%","0402","Thick Film","Yageo","RC0402JR-071ML","RES 1.0M OHM 1/16W 5% 0402 SMD","08/20/11 00:00:00","http://www.yageo.com/documents/recent/PYu-RC0402_51_RoHS_L_6.pdf","Series Datasheet",,,,,"Digi-key","311-1.0MJRTR-ND","Digi-key","311-1.0MJRCT-ND",,,"R00008"
"RES","R_0402_1005M","10K","1/16W","1%","0402","Thick Film","Yageo","RC0402FR-0710KL","RES 10.0K OHM 1/16W 1% 0402 SMD","09/23/11 00:00:00","http://www.yageo.com/documents/recent/PYu-RC0402_51_RoHS_L_6.pdf","Series Datasheet",,,,,"Digi-key","311-10.0KLRTR-ND","Digi-key","311-10.0KLRCT-ND",,,"R00014"
"RPACK_4","RPACK_8_1000X2000X450_VISHASY","49R9","1/16W","1%","4x0402","Thick Film","Vishay","CRA04S08349R9FTD","RES ARRAY 49.9 OHM 8TRM 4RES SMD","09/23/11 00:00:00","http://www.vishay.com/docs/31043/cra04s.pdf","Series Datasheet",,,,,"Digi-key","CRA4S849.9ACT-ND",,,,,"R00010"
"RES","R_0402_1005M","100R","1/16W","1%","0402","Thick Film","Yageo","RC0402FR-07100RL","RES 100 OHM 1/16W 1% 0402 SMD","09/23/11 00:00:00","http://www.yageo.com/documents/recent/PYu-RC0402_51_RoHS_L_6.pdf","Series Datasheet",,,,,"Digi-key","311-100LRTR-ND","Digi-key","311-100LRCT-ND",,,"R00011"
"RES","R_0402_1005M","56K","1/16W","5%","0402","Thick Film","Yageo","RC0402JR-0756KL","RES 56K OHM 1/16W 5% 0402 SMD","08/21/11 00:00:00","http://www.yageo.com/documents/recent/PYu-RC0402_51_RoHS_L_6.pdf","Series Datasheet",,,,,"Digi-key","311-56KJRTR-ND","Digi-key","311-56KJRCT-ND",,,"R00009"
"RES","R_0402_1005M","237K","1/16W","1%","0402","Thick Film","Stackpole Electronics","RMCF0402FT237K","RES TF 237K OHM 1% 1/16W 0402","10/01/11 00:00:00","http://www.seielect.com/Catalog/SEI-RMCF.pdf","Series Datasheet",,,,,"Digi-key","RMCF0402FT237KTR-ND","Digi-key","RMCF0402FT237KCT-ND",,,"R00018"
"RES","R_0402_1005M","240R","1/16W","1%","0402","Thick Film","Yageo","RC0402FR-07240R1L","RES 240 OHM 1/16W 1% 0402 SMD","07/24/17 00:00:00","http://www.yageo.com/documents/recent/PYu-RC0402_51_RoHS_L_6.pdf","Series Datasheet",,,,,"Digi-key","311-240LRTR-ND","Digi-key","311-240LRCT-ND",,,"R00037"
"RES","R_0402_1005M","DNP",,,"0402",,,,"No Place","08/01/17 00:00:00",,,,,,,,,,,,,"R00047"
"RES","R_0402_1005M","80R6","1/16W","1%","0402","Thick Film","Yageo","RC0402FR-0780R6L","RES 80.6 OHM 1/16W 1% 0402 SMD","07/24/17 00:00:00","http://www.yageo.com/documents/recent/PYu-RC0402_51_RoHS_L_6.pdf","Series Datasheet",,,,,"Digi-key","311-80.6LRTR-ND","Digi-key","311-80.6LRCT-ND",,,"R00039"
"POT","POT_BIT_84W","10K","1/4W","10%","084W","Cermet","TT Electronics/BI","84WR10KLF","TRIMMER 10K OHM 0.25W SMD","06/05/12 00:00:00","http://www.bitechnologies.com/pdfs/84.pdf","Datasheet",,,,,"Digi-key","987-1155-ND",,,,,"R00023"
"RES","R_0402_1005M","49R9","1/16W","1%","0402","Thick Film","Yageo","RC0402FR-0749R9L","RES 49.9 OHM 1/16W 1% 0402 SMD","09/23/11 00:00:00","http://www.yageo.com/documents/recent/PYu-RC0402_51_RoHS_L_6.pdf","Series Datasheet",,,,,"Digi-key","311-49.9LRTR-ND","Digi-key","311-49.9LRCT-ND",,,"R00015"
"RES","R_0402_1005M","100K","1/16W","1%","0402","Thick Film","Yageo","RC0402JR-07100KL","RES 100K OHM 1/16W 5% 0402 SMD","09/25/11 00:00:00","http://www.yageo.com/documents/recent/PYu-RC0402_51_RoHS_L_6.pdf","Series Datasheet",,,,,"Digi-key","311-100KJRTR-ND","Digi-key","311-100KJRCT-ND",,,"R00016"
"RES","R_0402_1005M","10R","1/16W","5%","0402","Thick Film","Yageo","RC0402JR-0710RL","RES 10 OHM 1/16W 5% 0402 SMD","10/01/11 00:00:00","http://www.yageo.com/documents/recent/PYu-RC0402_51_RoHS_L_6.pdf","Series Datasheet",,,,,"Digi-key","311-10JRTR-ND","Digi-key","311-10JRCT-ND",,,"R00017"
"RES","R_0402_1005M","158K","1/16W","1%","0402","Thick Film","Panasonic-ECG","ERJ-2RKF1583X","RES 158K OHM 1/10W 1% 0402 SMD","10/01/11 00:00:00","http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+AOA0002+ERJ2RKF1583X+7+WW","Product Page",,,,,"Digi-key","ERJ-P158KLTR-ND","Digi-key","P158KLCT-ND",,,"R00019"
"RES","R_0603_1608M","205K","1/10W","1%","0603","Thick Film","Stackpole Electronics","RMCF0603FT205K","RES TF 205K OHM 1% 0.1W 0603","06/06/12 00:00:00","http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf","Datasheet",,,,,"Digi-key","RMCF0603FT205KTR-ND","Digi-key","RMCF0603FT205KCT-ND",,,"R00024"
"RES","R_0603_1608M","23K2","1/10W","1%","0603","Thick Film","Stackpole Electronics","RMCF0603FT23K2","RES TF 23K2 OHM 1% 0.1W 0603","06/06/12 00:00:00","http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf","Datasheet",,,,,"Digi-key","RMCF0603FT23K2TR-ND","Digi-key","RMCF0603FT23K2CT-ND",,,"R00025"
"RES","R_0402_1005M","200K","1/16W","1%","0402","Thick Film","Yageo","RC0402FR-07200KL","RES 200K OHM 1/16W 1% 0402 SMD","10/01/11 00:00:00","http://www.yageo.com/documents/recent/PYu-RC0402_51_RoHS_L_6.pdf","Series Datasheet",,,,,"Digi-key","311-200KLRTR-ND","Digi-key","311-200KLRCT-ND",,,"R00020"
"RES","R_0402_1005M","332K","1/16W","1%","0402","Thick Film","Yageo","RC0402FR-07332KL","RES 332K OHM 1/16W 1% 0402 SMD","10/01/11 00:00:00","http://www.yageo.com/documents/recent/PYu-RC0402_51_RoHS_L_6.pdf","Series Datasheet",,,,,"Digi-key","311-332KLRTR-ND","Digi-key","311-332KLRCT-ND",,,"R00021"
"RES","R_0603_1608M","1K5","1/10W","1%","0603","Thick Film","Yageo","RC0603FR-071K5L","RES 1.50K OHM 1/10W 1% 0603 SMD","11/09/12 00:00:00","http://www.yageo.com/documents/recent/PYu-RC0603_51_RoHS_L_4.pdf","Series Datasheet",,,,,"Digi-key","311-1.50KHRTR-ND","Digi-key","311-1.50KHRCT-ND",,,"R00030"
"RES","R_0603_1608M","1K","1/10W","1%","0603","Thick Film","Stackpole Electronics","RMCF0603FT1K00","RES TF 1K OHM 1% 0.1W 0603","06/06/12 00:00:00","http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf","Datasheet",,,,,"Digi-key","RMCF0603FT1K00TR-ND","Digi-key","RMCF0603FT1K00CT-ND",,,"R00026"
"RES","R_0603_1608M","332R","1/10W","1%","0603","Thick Film","Stackpole Electronics","RMCF0603FT332R","RES 332 OHM 1/10W 1% 0603 SMD","06/06/12 00:00:00","http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf","Datasheet",,,,,"Digi-key","RMCF0603FT332RTR-ND","Digi-key","RMCF0603FT332RCT-ND",,,"R00028"
"RES","R_0402_1005M","143K","1/16W","1%","0402","Thick Film","Stackpole Electronics","RMCF0402FT143KCT-ND","RES TF 143K OHM 1% 1/16W 0402","10/02/11 00:00:00","http://www.seielect.com/Catalog/SEI-RMCF.pdf","Series Datasheet",,,,,"Digi-key","RMCF0402FT143KTR-ND","Digi-key","RMCF0402FT143KCT-ND",,,"R00022"
"RES","R_0402_1005M","14K7","1/16W","1%","0402","Thick Film","Yageo","RC0402FR-0714K7L","RES SMD 14.7K OHM 1% 1/16W 0402","08/26/17 00:00:00","http://www.yageo.com/documents/recent/PYu-RC0402_51_RoHS_L_6.pdf","Series Datasheet",,,,,"Digi-key","311-14K7LRTR-ND","Digi-key","311-14K7LRCT-ND",,,"R00064"
"RES","R_0402_1005M","6K81","1/16W","1%","0402","Thick Film","Yageo","RC0402FR-076K81L","RES SMD 6.81K OHM 1% 1/16W 0402","08/26/17 00:00:00","http://www.yageo.com/documents/recent/PYu-RC0402_51_RoHS_L_6.pdf","Series Datasheet",,,,,"Digi-key","311-6K81LRTR-ND","Digi-key","311-6K81LRCT-ND",,,"R00065"
"RES","R_0603_1608M","3K32","1/10W","1%","0603","Thick Film","Stackpole Electronics","RMCF0603FT3K32","RES 3.32K OHM 1/10W 1% 0603 SMD","06/06/12 00:00:00","http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf","Datasheet",,,,,"Digi-key","RMCF0603FT3K32TR-ND","Digi-key","RMCF0603FT3K32CT-ND",,,"R00027"
"RES","R_0603_1608M","402R","1/10W","1%","0603","Thick Film","Stackpole Electronics","RMCF0603FT402R","RES 402 OHM 1/10W 1% 0603 SMD","06/06/12 00:00:00","http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf","Datasheet",,,,,"Digi-key","RMCF0603FT402RTR-ND","Digi-key","RMCF0603FT402RCT-ND",,,"R00029"
"RES","R_0603_1608M","120R","1/10W","1%","0603","Thick Film","Yageo","RC0603FR-07120RL","RES SMD 120 OHM 1% 1/10W 0603","07/15/15 00:00:00","http://www.yageo.com/documents/recent/PYu-RC_Group_51_RoHS_L_2.pdf","Series Datasheet",,,,,"Digi-key","311-120HRCT-ND","Digi-key","311-120HRTR-ND",,,"R00033"
"RES","R_1206_3216M","33R","1/4W","1%","1206","Thick Film","Yageo","RC1206FR-0733RL","RES SMD 33 OHM 1% 1/4W 1206","09/18/17 00:00:00","http://www.yageo.com/documents/recent/PYu-RC_Group_51_RoHS_L_7.pdf","Series Datasheet",,,,,"Digi-key","311-33.0FRCT-ND",,,,,"R00075"
"RES","R_0402_1005M","60R4","1/16W","1%","0402","Thick Film","Yageo","RC0402FR-0760R4L","RES SMD 60.4 OHM 1% 1/16W 0402","09/10/17 00:00:00","http://www.yageo.com/documents/recent/PYu-RC0402_51_RoHS_L_6.pdf","Series Datasheet",,,,,"Digi-key","311-60.4LRTR-ND","Digi-key","311-60.4LRCT-ND",,,"R00070"
"RES","R_0402_1005M","12K1","1/16W","1%","0402","Thick Film","Yageo","RC0402FR-0712K1L","	RES SMD 12.1K OHM 1% 1/16W 0402","08/04/17 00:00:00","http://www.yageo.com/documents/recent/PYu-RC0402_51_RoHS_L_6.pdf","Series Datasheet",,,,,"Digi-key","311-12.1KLRTR-ND","Digi-key","311-12.1KLRCT-ND",,,"R00048"
"RES","R_0603_1608M","10R","1/10W","1%","0603","Thick Film","Yageo","RC0603FR-0710RL","RES SMD 10 OHM 1% 1/10W 0603","09/11/17 00:00:00","http://www.yageo.com/documents/recent/PYu-RC_Group_51_RoHS_L_2.pdf","Series Datasheet",,,,,"Digi-key","311-10.0HRTR-ND","Digi-key","311-10.0HRCT-ND",,,"R00073"
"RES","R_1206_3216M","10R","1/4W","1%","1206","Thick Film","Yageo","RC1206FR-0710RL","RES SMD 10 OHM 1% 1/4W 1206","09/18/17 00:00:00","http://www.yageo.com/documents/recent/PYu-RC_Group_51_RoHS_L_7.pdf","Series Datasheet",,,,,"Digi-key","311-10.0FRCT-ND",,,,,"R00074"
"RES","R_1206_3216M","100R","1/4W","1%","1206","Thick Film","Yageo","RC1206FR-07100RL","RES SMD 100 OHM 1% 1/4W 1206","09/18/17 00:00:00","http://www.yageo.com/documents/recent/PYu-RC_Group_51_RoHS_L_7.pdf","Series Datasheet",,,,,"Digi-key","311-100FRCT-ND",,,,,"R00076"
"RES","R_0402_1005M","33R","1/16W","1%","0402","Thick Film","Yageo","RC0402FR-0733RL","RES SMD 33 OHM 1% 1/16W 0402","08/04/17 00:00:00","http://www.yageo.com/documents/recent/PYu-RC0402_51_RoHS_L_6.pdf","Series Datasheet",,,,,"Digi-key","311-33.0LRTR-ND","Digi-key","	311-33.0LRCT-ND",,,"R00049"
"RES","R_0402_1005M","47K5","1/16W","1%","0402","Thick Film","Yageo","RC0402FR-0747K5L","RES SMD 47.5K OHM 1% 1/16W 0402","08/26/17 00:00:00","http://www.yageo.com/documents/recent/PYu-RC0402_51_RoHS_L_6.pdf","Series Datasheet",,,,,"Digi-key","311-47K5LRTR-ND","Digi-key","311-47K5LRCT-ND",,,"R00062"
"RES","R_0603_1608M","180R","1/10W","1%","0603","Thick Film","Yageo","RC0603FR-07180RL","RES SMD 180 OHM 1% 1/10W 0603","07/15/15 00:00:00","http://www.yageo.com/documents/recent/PYu-RC_Group_51_RoHS_L_2.pdf","Series Datasheet",,,,,"Digi-key","311-180HRCT-ND","Digi-key","311-180HRTR-ND",,,"R00034"
"RES","R_0406_1016M","0R","1/4W",,"0406","Thick Film","Vishay Dale","RCL04060000Z0EA","RES SMD 0.0 OHM 1/4W 0604 WIDE","08/07/17 00:00:00","http://www.vishay.com/docs/20046/rcle3.pdf","Series Datasheet",,,,,"Digi-key","541-1915-1-ND",,,,,"R00051"
"RES","R_0402_1005M","8K06","1/16W","1%","0402","Thick Film","Yageo","RC0402FR-078K06L","RES SMD 8.06K OHM 1% 1/16W 0402","08/05/17 00:00:00","http://www.yageo.com/documents/recent/PYu-RC0402_51_RoHS_L_6.pdf","Series Datasheet",,,,,"Digi-key","311-8.06KLRTR-ND","Digi-key","311-8.06KLRCT-ND",,,"R00050"
"RES","R_0402_1005M","7K68","1/16W","1%","0402","Thick Film","Yageo","RC0402FR-077K68L","RES SMD 7.68K OHM 1% 1/16W 0402","08/05/17 00:00:00","http://www.yageo.com/documents/recent/PYu-RC0402_51_RoHS_L_6.pdf","Series Datasheet",,,,,"Digi-key","311-7.68KLRTR-ND","Digi-key","311-7.68KLRCT-ND",,,"R00052"
"RES","R_0402_1005M","634R","1/16W","1%","0402","Thick Film","Yageo","RC0402FR-07634RL","RES SMD 634 OHM 1% 1/16W 0402","08/05/17 00:00:00","http://www.yageo.com/documents/recent/PYu-RC0402_51_RoHS_L_6.pdf","Series Datasheet",,,,,"Digi-key","YAG3203TR-ND","Digi-key","YAG3203CT-ND",,,"R00053"
"RES","R_0402_1005M","49K9","1/16W","1%","0402","Thick Film","Yageo","RC0402FR-0749K9L","RES SMD 49.9K OHM 1% 1/16W 0402","08/05/17 00:00:00","http://www.yageo.com/documents/recent/PYu-RC0402_51_RoHS_L_6.pdf","Series Datasheet",,,,,"Digi-key","311-49.9KLRTR-ND","Digi-key","311-49.9KLRCT-ND",,,"R00055"
